Unnamed: 0,overall,reviewText
2209,1,sayim using double memory asus tf gb card good readwrite performance sandiskrecommended
2210,1,using year issues come amazon much put review memory card
2211,1,popped formatted works finebe sure power first didnt didnt like reboot anyway
2212,1,bought micro sd card galaxy note months ago great plug play problems recognized immediate right able transfer gb videosmusic phone right away transfer speed good expecting reading guides type sd cards good product recommend anyone looking sd card
2213,1,placed sandisk ultra gb microsdhc cuhs memory card without adapter samsung hmx w camcorder works great
2214,1,used gopro hero black edition works like charm comes adaptor use regular sd card slot read microsd card reader issues pushing video even high quality high frame rate video card flawless
2215,1,amazing think need space gb nice love worry needing space phoneyet
2216,1,use go pro never issue recording p video doesnt skip beat hard beat prices sd cards amazon always first place check
2217,1,popped galaxy worksdisk came enclosure used inserting pcs laptops devicesshipping fast
2218,0,bought new galaxy note realized device didnt recognize ittried devices laptops desktop macbook didnt workvery disappointed
2219,1,little microsdhc memory card sandisk equal reputation fast enough large enough store stream full length movies weve ripped dvd collection perfect addition new smartphones bought three recently purchased smartphoneshighly recommended
2220,1,disk keeps data input neat compact responds computer readily really like might get another one id recommend friend anytime
2221,1,use tablet pc extra drive great speeds verse cheaper brands nothing else really say
2222,1,sandisk makes quality products count small price competition pay thing fits bill needs save extra money give needy family memberwe recommend product rating
2223,1,bought extra storage samsung tablet anyone wonders direction place black side back red gray side face front screen aldo works great canon dslr adapter
2224,1,brand new card working perfectly good using action cameras gopro hero contour gps problem far
2225,1,bought new gopro black works wonderfully totally recommend youre looking high quality speed
2226,1,put samsung works great stores lots pictures easy load unload also download pictures computer easily
2227,1,got new galaxy works great tripled memory compatible worth every cent able carry ton music podcasts
2228,1,bought micro sd card samsung galaxy note works flawlessly lots space fast
2229,1,ive seen memory seems best stats transfer speeds whatnot ill let research far rest concernedprosthe packaging plenty protect productcame adapter full size sd card definitely nicethe price beat could find locallyconsnone really think
2230,1,great price time purchased sandisk known making great memory cards use itin gopro
2231,1,ordered use sghi delivered days problems far would say great buy price would suggest use high end smartphone
2232,1,ive used assortment phones devices works flawlessly good transfer speeds ever problem card many sandisk cards ive used keep using brand hasnt failed yet great little devices like one make life easier
2233,1,bought memory card replace gb memory card zte valey phoneand works great
2234,1,many devices still dont work well gb capacity cards gb cards often available sell great price work fantastically
2235,1,swapped gopro put gb card cases im completely satisfied cards
2236,1,card great bucks steal card handles high transfer speeds good music pictures videos get lag wait card load
2237,0,card dead arrival work whatsoever copying files transfer speed mbs would eject card contents transferred would lost card refused format got error message lock definitely dud exchanged kingston card size worked still works flawlessly
2238,1,works great samsung galaxy note ii install forget ive never problem
2239,1,purchased product specifically utilize sony action cams sandisk product works well problems whatsoever would recommend product use sony action cam camera requiring micro sdhc card
2240,1,works like memory card work saves stuff deletes stuff transfers stuff good lots stuff problems far
2241,1,used memory card expand memory smartphone worked expected easy setup copied stuff older microsd card computer changed cards gave couple minutes initialize copied stuff back worked great
2242,1,fast fast fast big big big exactly need record illadvised shenanigans friends
2243,1,awesome storage much space format correct format phone walla ton space
2244,1,lg optimus f cell phone cant believe fast file transfer take pictures card quickly click shutter button happy card price paid
2245,1,fast reading writing samsung galaxy verizon highly recommended sandisk numero uno smartphones
2246,1,purchased two cheap enough buy get fastest market dont worry running space fast sandisk reliable whole
2247,1,gb cards cell phones love offer plenty room pix music videos fast save load someday get desired tablet pc getting another one
2248,1,gb im set dont know long bought one note ive loaded tons pics music still enough space last long long long timethank samsung new devices able read gb microsd cards
2249,0,dont notice significant performance increase less expensive class sandisk sd card dont recommend card
2250,1,microsd card perfect im using sony dsctxv cybershot works camera took second format card ready stored pictures video excellent costumer service help replacing card broke sending new one came super fast card definitely recommend card happy costumer service answer quick werer fast definitely buy guys thanks
2251,0,bought samsung continuous problems messages saying wasnt connected etc replaced wit equivalent trascend never problem past several months would work pc ana adapater failed format device rma given lifetime guarantee hassle
2252,1,exactly needplenty space anythingworks computerslaptops psps wadapter cameras camcorders etc
2253,1,fast small pretty cheap put one usb reader use thumb drive
2254,1,use time gopro great buy super cool comes sd adapter
2255,1,hard rate memory hard many words memory card suppose havent problems
2256,1,htc evo design g added card like x faster transfer files computer games like nova put massive amount files microsd loads much faster put apps sd noticed difference performance games appsi one problem though phone would repeatedly say card unmounted couldnt find card popping battery cover pulling card reinserting would fix reboot thought fault card since upgraded htc evo g lte issues cardso issues phone reading card might phone
2257,1,minimum speed class want video recording faster ones job value good make sure check see camera putting take card capacity seems odd dont use card gb check first also check web sites firmware updates many cameras take first say commodity like memory get store stuff like crazy fair p hold insane amount video images likely shoot week trip always use extra space storage maybe format work new k camera need gb sure
2258,1,expected gb sd card never tested readwrite speed never problem music videos
2259,1,memory card working flawlessly prices dropping nicely amazing storage capacity something small
2260,1,easy install expansion memory completed issue product works advertised
2261,1,good priced memory comes plain white wrapper adaptor sd card size didnt forget put guess works
2262,1,got sweetie tablet board likes books hold lot quality price great
2263,1,memory fine adapter came useless contact seller since another use
2264,1,sandisk ultra gb class used extra storage space surface rt everything worked expected well worth money
2265,1,item works great garmin dash cam garmin hand held topographic gps good valuedeal money
2266,1,would recommend memory card anyone cell phone tablet pc memory card fast efficient
2267,1,placed memory card bluetooth speaker loaded different genders music plays beatifully
2268,1,samsung galaxy gb fast microsdxc flash card storage available amazons rather amazing price works cents gigabyte way back early days hard drive storage paid much per megabytethis little hummer fast package ads claim read speeds mbs crystalmark tests indicate mbs read mbs writewith storage capacity like continuing software development smartphone small tablet might future computingmy initial impression simple one awe gb usable storage chip even size thumbnailif device support microsdxc cards buy one never much storage definitely hardpressed fill card personally useful datagreat device great buyjerry
2269,1,sandisk gb sd card job way supposed use tablet zero complaints
2270,0,quickly went bad used maybe weeks better keep receipt bad didntbad deal period
2271,1,painful buy new gadget new better one comes along bummer great little card helps keep envy bay becuase might fastest wow content huge library movies songs apps right fingertips becuase baby phone buy one insurance phone tablet envyenjoyps format device ensure compatability casesupdate months later still job lots space apps music movies still happy device problems troubles report good productenjoyjb
2272,1,great price fast large micro sd card recieved super fast works perfectly droid verizon wanted class card like
2273,1,price helps speed phone significantly freeing memory used camera apps
2274,1,good case nice comes sd adapter fast transfer pictures good memory card
2275,1,tend hold reviews test things thoroughly years thorough enough works issues stated capacity good speeds
2276,1,turns smartphone ipod effectively store music pictures videos accessed directly adapter indirectly via micro usb usb would highly recommend
2277,0,unfortunately sd card fully compatible samsung galaxy installed phone would check tell sd card ready removal continuous cycle even formatting fat ntfs fat card would work would revert back exfat formati recommend product get work stars rating due lack compatibility listing product site
2278,1,ive buying sandisk awhile yet experience durable fast nowwhen accessing video photos phone hesitate load due memory card highly efficientand price got amazingi highly recommend
2279,1,worked great amazon price hero gopros videos least twice week months
2280,1,problem fits seems fast colors good addition pops floor something find
2281,0,chose item speed memory also sandisk brand wasnt disappointed memory works fine motorola razorm cell phone allowing store movies pictures music play phone adapter hand feels flimsy fragile trouble inserting two different readers even felt like like going break several adapters adapter feels like material much thinner others said didnt purchase memory adapter purchased speed rating compatibility things equal would consider purchasing memory
2282,1,bought one cellphone never worry download space pictures apps anything else
2283,1,supposed supposed reads writes perfect peripheral gs
2284,1,put gb videos micro sd card perfect fit functions flawlessly
2285,1,pros conspros fast works galaxy note also works gfs galaxy note brothers galaxy got sale sales rock half red makes harder lose allblack ones comes microsdtosd converter use stuff like cameras sd card slots computer wildly useful nonphone transfers usescons none yet well see long lasts
2286,1,second one purchased amazon great service first one bought months ago fast fits perfectly ms surface computers
2287,0,exclusively used sandisk extreme cards pro photography gear years never let one dud though plugged let phone format start copying everything copied fine got done thats started acting upif phone plugged computer using storage device got tons crc errors andor messages saying needed format card using phone would come time time saying inserted blank card reboot phone works fine little bit errors would start thought maybe way phone formatted tried format computer didnt help anythingvery frustrating thankfully ive days trouble started going back amazon refund ill find reliable card phone
2288,0,card worked great first ive never problem sandisk past bought card galaxy back october dead december im sorely disappointed purchase maybe faulty card experience terrible gets one star
2289,0,never looked verify capacity card clearly labeled gb installed clearly installed computer shows gb available used beware order one make sure getting pay
2290,1,wifes gb microsd card failed phone order prevent issues got one phone one phone able transfer photos music cards plenty room spare
2291,1,bought card use samsung tab since came gb storage gb left junk bloatware comes found couldnt delete extra unneeded apps without messing system gb card hope need anymore storage foreseeable future card immediately recognized system intergrated seemlessly able use additional memory storage one reason got samsung instead apple products
2292,1,perfect counterpart microsoft surface rt tablet supports bitlocker encryption keep password encrypted case lose issues playing hd videos using windows default video player
2293,1,purchased card double disk space ms surface rt price right happy purchase would recommend card anyone needing gb microsd card
2294,1,tested sd card speed play store app gets speeds advertised allows download tv shows trips perfect
2295,1,puts gb phone purchasing needed devices
2296,1,reformatted fat transferred files old phone put galaxy hardly thought since huge works reliably
2297,1,superb qualityseems never gets fullgot sooner expecteddid research making move sold sandisk
2298,1,fast practical really like almost able use phone play full hd great
2299,1,nice product worked perfectly windows however doesnt quite work placed inside att samsung galaxy files copied shown ss file browser googled bit problem concluded phones problem
2300,1,card works great lots space great transfer speeds shipped quickly package great shape
2301,1,bought memory card dashcam works perfectly problems write speed resolution video trust sandisk quality product many use failures yet
2302,1,great addition phone came sd card converter able transfer data old card using laptop issues love extra space available photos videos
2303,1,sd card nothing exciting except dont work suppose thing worked perfectly put vivotab windows device worked perfectly gb formatted free space typical folks expect get use full gb heartily recommend device
2304,1,started useing minute got transferred g old sd card new g micro card problem arrived time packaged well
2305,1,fast transfers hesitant buy larger micro storage thinking would easy damage storage fits phone perfect wouldnt hesitate buy
2306,1,unerstand cards may come different formats reformat windows xp machine finding hp utility via google get work properly samsung galaxy note
2307,1,mounted sandisk ultra gb microsdxc card dell venue pro tablet data drive card instantly recognized tablet apparent delay readwrite operationsthe card ordered easy open package came sd adapter allows card used regular size sd cardrecommended
2308,1,bought tablet like capacity music movies files purchased model never problem
2309,1,bought replace gb microsd phone died one still kicking guess thats good thing months good
2310,1,bought upgrade phone micro sd works great lots storage able test speed transfer google chosen turn customers disable ability connect phones pcs normal since
2311,1,seen places cant beat price saved using main hard drive makes instead came
2312,1,use family samsung flight ii phones experienced problems kids take lot pictures phone
2313,1,super fast tons room wouldnt love micro sd card price even great ive using phone months ive zero problems sped processing time camera app considerably
2314,1,lots sd memory cards market today cheaper always used san disk never fail fast reliable good solid performance digital camera cannot go wrong san disk
2315,1,ill never need anotherbigger memory card fast plugs right didnt need setup etc sandisk quality brand
2316,1,use dlink web cam fast readwrite reliable sandisk best tried brands always fall back sandisk
2317,1,sandisk class far memory cards best price card need advance cameras phones ext bought go pro black edition worked flawlessly without buffering error money sandisk would put money memory card
2318,1,already many reviews product wanted say cards plain solid priced right well hope see gb soon
2319,1,works advertised problems works great new gopro silver edition
2320,1,gigs works great sure else say really much else say
2321,1,amazing memory chip card less half size regular postage stamp card fits garmin gps allows take oodles photos along viewing comes adapter allow using pc one many multicard readers gigabytes tiny card reasonable price highly recommended
2322,1,purchased use dashcamera using months without issues sure else say hopefully get couple years worth use
2323,1,good low pricethankssandisk ulttra used dash cam works record unto g user regularly formatting times amonths keep memory good conditionthanks
2324,1,use hisense sero pro works great good buy device
2325,1,works great says price come years quality improved use note great job fill put everything external hard drive card used
2326,1,picked couple gb cards gb cards still expensive stock try buy amazon directly fullfilled amazon faster shipping many many sandisk cards microsd smart phones sdhc point shoots surveillance cameras compact flash cards
2327,1,nothing really say except excellent memory fast efficient cant go wrong sandisk using acer iconia tab works like charm thanks
2328,1,pretty awesome cheap bought galaxy figured id upgrade sd card nice since inexplicably almost internal storage still awesome phone though talking today
2329,1,bought microsdxc card samsung galaxy note edition works great transfer speeds excellent would definitely recommend friend
2330,1,bought samsung tab works great fast problem also work samsung galaxy
2331,1,fastest microsdhc ive used got tablet turned tablet microsdhc slot arrived using mp camera writes quickly next shot im quite pleased performance cardi think may cards even faster suits needs casual photography
2332,1,good product using smart phone usual amazon packageing acceptable didnt take forever open packages seem take
2333,1,previous card sandisk gb class card cards speed x faster put music movies hearts content thing say negative order htc sensation g recognize reformat card even though packaging says android compatible even mighty green andy android lol formatting card windows able use phone didnt use fat utilities cannot remark formatting proceduresoh forgot add first card sent didnt work card didnt try format amazon sent one overnight without charge well return bad one course process couldnt easier card actually backordered weeks deal day amazon card purchased wellthis card authentic came sandisk packaging indeed class card
2334,1,purchased use addon memory motorola razr maxx phone works great package arrived scheduled good
2335,1,use phone works well enough android doesnt like use card default move things manually thats beside point card works well
2336,1,put memory card formatted storage menu downloaded sandisk memory zone app google playstore phone issues memory card ill come back update review far good
2337,1,problems yet works fine htc sensation seems kinda slow im thinking problem phone interface card
2338,1,youre looking extra storage device store pics songs much
2339,1,got expand memory galaxy note love hold almost whole years worth pictures videos docs phone took larger one id get one
2340,1,say micro sd serves purpose works would recommend others
2341,1,sandisk ultra gb fast quiality excellent usefull device problem recomended
2342,1,solid card used music phone apps standing dslr functioned great purpose got card bargain finally full
2343,1,sandisk provides dependable storage new tablet sandisk rely phone computers never let
2344,0,anybody getting gb card aware card use needs formatted problem computers format gb less got gb formatted card sandisk dont tell nobody whats use buy expensive card use gb instead google discover people problem wish knewi bought put galaxy note android phone think shouldnt even sell gb least informed people heard applications could make work buy something expect work without need hassling around since im geek
2345,1,months later problems solid product im happy would order
2346,1,opened micro disc adapter didt know went utube installing became clear micro fits top adapter whole thing fits camera neat high powered
2347,1,superspeed card works great phone havent problems since bought thing im certainly able record hd video right onto card problem recommend need quick data delivery external card recommend
2348,1,hellowe using sandisk memory cards since beginning sd cards latest version recommended samsung galaxy phone zillion photos videos apps original gb space becoming full saving due lack space sandisk micro sd card answer pop back easily phone slip mini sd card provided slot make sure clicks put phone cover back unit simple gb extra space new phone stores anything want store constantly make backups home computervery easy connection simply shows phone data sd card data connected home computer transferred largest photovideo file sd card original gb open instant quality photos videos original card gets loaded meg camera takes super quality photos videos also takes lot spaceadding micro sd card less expensive ordering gb galaxys yrmv great productupdate original super large file sd card still shows original gallery screen still functions original gb shows room next zillion photos etc
2349,1,havent experienced problems arrived really fast great price gb size compatible android os tablet well worth price plus sandisk reputable brand trust highly recommended
2350,1,say plugged workeddell venue tablethave always good luck sandisk brand
2351,1,top end besides stupid expensive extreme works fine ive id get cheaper ones suspect good slow fail isnt worth save couple bucks work work fast
2352,1,item came described yesitem priced well yesim using microsd external always plugged mac helps store bunch files school back
2353,1,sandisk best brand get memory cards bought two little gems go sandisk sansa clip zip work wonderfully
2354,1,works great real deal fake one often finds websites great galaxy tablet adapter slots easily computer
2355,1,doesnt seems chinese crap looks like original one works fine galaxy also tablet recommended
2356,1,using sandisk sd card devices cellphone tablet pc say product one best
2357,1,scandisk ultra gb class microsdhc cards one acer iconia android tablet one linux laptop move files around ive formatted differently make fit best hosting operating system working great issues great performancei stream p movies cards without hiccupsi also used one cards p camera issue whatsoever keeping writing speedgreat card
2358,1,maximize storage product installed easily even tablet newbees tablet recognized itno problem im pretty techno challenged used picture storage successful transferring data device
2359,1,got gb card droid razr maxx hd recognized phone troubles shipping couple days
2360,0,bough said fast im getting mbs galaxy note ii fast excellent phone
2361,1,installed lg smartphone without incident working without hitch ever since words cannot express lack emotion make review long enough qualify
2362,1,using dash camera purchased car job recording audio video fine
2363,1,good price excellent camcorder micro design required unit gives flexibility cell phones etc good buy
2364,1,great price size speedyou cannot go wrong itemi bought several already different sizes
2365,1,regular gb card used blackberry torch slow though replaced card definitely see difference speed z happy thing format card blackberry z
2366,1,look many highly positive reviews card get one huge fast reasonably priced highspeed chipbtw comes filesystem formatted exfat depending device may like need format fat problem windows support formatting fat filesystems gb format fat linux use tool windows
2367,1,sandisk makes best storage media also couple flash drives love
2368,1,ive officially expanded memory surface pro amazing moderity literally entire lifes work stored device smaller thumbnail great
2369,1,great price great function works cannon camera note could happier purchase
2370,1,excellent card use primarily carcam also used compatible small digital camera cameras proprietary adaptor
2371,1,needed memory upgrade phone galaxy time got sale yet fail stores good amount media device hold number movies full resolution pictures taken handy long distance trips
2372,0,buy gb card install gb exactly gb paid forgo
2373,1,using item extend memory capacity samsung galaxy tablet good price free shippingorder works advertised
2374,1,phone storing majority mp collection albums loaded gs music comparatively fast never seem problems skipping stuttering ive slower cards probably would solid selection video havent tried yet photos save quickly allowing followup shots would missed
2375,0,class ten card failed jamed phone kyocera rise replaced another regular h gb sandisk card working fine micro sdhc cards less price used best buy faryour music paljoe mal
2376,1,amazon ran good deal gb microsdxc jumped bandwagon arrived snapped photographs test worked welluntil tried retrieve files dont know became corrupt longer would reformat function devices exchanged replacement amazon new one works beyond initial observations browsing seems much faster previous sdhc class cards thank amazon immediate exchange highly recommended todays go data storage original review stars amazons immediate replacement great customer service rerated stars
2377,1,works expected cant complain plenty storage pictures videos buy needed
2378,1,works great asus android tablet gb specification seems limit size works great happy write words
2379,1,buy sdxc xperia arc even many saying support till gb sdhc sdxc gb work perfectly xperia arc
2380,1,used motorola droid x music files loading files seem little herky jerky played fine sure problem memory card phone using amazon app motorola app came phone
2381,1,got new samsung galaxy cant understand someone would buy class bucks cheeper class micro sdhcvery fast mbs speedcomes adapter pcbeen using san disc flash memory years complaintsif using android device anything need fast data transfer card wont dissapoint
2382,1,item works exactly advertised negative reviews product must people mistakenly reviewed wrong product dont know sandisk ultra gb sdhc micro sd card truly class works fine htc phone
2383,1,works perfect samsung tablet satisfied product good quality awesome highly recommended fast shipment plus
2384,1,works say went bucks day bout whatever great micro sd
2385,0,im upset right died turned phone movies pics music gone card died three months bullcrap
2386,1,love gb zte supreme works really well phone restarted phone times first put problems idea fit entire music collection android reached gb rock metal get rid damn ugly ass ipod classic
2387,1,ordered go tablet ordered fiance works well loves tablet
2388,1,complaints wanted good class microsdhc card job difficulty keeping recordings photos music downloads etc finally microsd card doesnt bottleneck download speed
2389,1,hard review amazing little chip huge capacity supposed stars
2390,1,fairly cheap good microsd fast gb memory chip flexible used everything flat memory cards cameras vids etc
2391,1,plug play stuck phone within seconds ready go great way add extra memory us use phones
2392,1,month best price quick shipping massive storage didnt run speed tests anything issues edit review problem road
2393,1,loaded songs still lots room left works cell phones mp player cruise sansa
2394,1,buy could never commit paying much data gb filled quick wasted money buying gb end still ended buying gb
2395,1,say sandisk adapter works well fits great tablet gb lot space
2396,1,card fast fast fast also holds photos videos able take thus far however number items increases see relatively soon looking gb card satisfied purchase
2397,1,far good fit right slot samsung
2398,1,bought card use asus transformer book tta add external removablereplaceable storage capacity inserted slot provided immediately recognized driver installed card appears available promised storage capacity pc folder computer able move files card intended product fine price satisfactory
2399,1,price great delivery time plenty storage gopro hero sd card adapters makes things much easier transfer files devices
2400,1,site reasonably priced unit memory added samsung galaxy pro gb also helped expand memory allow better storage songs information believe good value
2401,1,got galaxy worked flawlessly typical sdhc installation issues increased storage capacity
2402,1,works well gopro even though wasnt one gopro recommended ones good buy speed movies big pictures
2403,1,everything supposed havent able really test speed video camera see really class given sandisk expect everything good great price
2404,1,bought new samsung g installed card immediately recognized big enough lots music videos
2405,1,got samsung galaxy tablet according samsung tablet take gb card reviewers tablet said could take gb went ahead bought gb one formatted fine tablet
2406,1,great product use san disk ultra gb tablets would highly recommend friends
2407,1,got fast amazon fast glitch free performance smart phone tablet ive used whereas thought atrix glitchy solved problem hanging screens slow access music syncing
2408,1,product works great reasonable enough price going buy larger one next time best chk size use product buying
2409,1,good deal great price sturdy gb format ill getting another
2410,1,used sandisk ultra micro sdhc gb cards exclusively since buying pov cameras require used gopro hero sony action camerasthese cards great
2411,1,sandisk ultra disks great additional storage cellphone adapter camera save photos music
2412,1,needed extra storage garmin additional topo maps routes card fits bill comes standard sdhc adapter microsdhc cards plenty space extra files gps satisified purchase
2413,1,even website card picture id ordering got plain black sandisk card bit concernes peeved sonsidering bought big one turns android hate class cards much prefers class cards way os accesses lots files class timing better computations star expectationsotherwise gonna make great camera card hopefully pics take faster certainly size upgrade atleast
2414,1,fits samsung galaxy migrated music phone issues fast good performance annoyed lost much space formating
2415,1,fits galaxy siii gives lots storage thing looking
2416,1,cheap gb sdhc card would behave android phone kept throwing errors becoming corrupt looked getting gb sandisk ultra read problems xda forums people went wish gb capacity honest rate sgss camera suck storage sufficient important extremely fast reliable ive never error never format plugged ready go get pay
2417,1,like using cell phone used camera slower extreme version
2418,1,bad prices really adds needed storage added win android tablet problems plug go
2419,1,use g formatted butwhat still like psp works great fast
2420,0,really excited came mac air lot music film ability stick minidrive great buy gb minidrive air like already minidrive problem fast fast enough girlfriend new gb minidrive runs way faster old adapter new sandisk great though gb little chip glad cause matter time make betterthanks
2421,1,use samsung galaxy work pro tablet woks else say
2422,0,months already dead gopro doesnt see memory card pc doesnt see memory card laptops see
2423,1,brainer copied data old gb microsd swapped cards put data back voila space constraints relieved
2424,1,works described good packaging fair price issues product point thanks
2425,1,bought micro sd card replace cheap noname card using nextboox tablet last six months brand x card suddenly stopped working opted spring extra buy branded replacement far everything working fine hope disappointed six months replace one
2426,1,purchase three work great almost half local price need reliable high speed micro sd card
2427,1,purchased use dash cam system works perfectly skips corruption files recorder highly reccomended
2428,1,works fine android phoneseems fast transferring computerbut could faster stilldont know anything fasterso happy itwould recommend
2429,1,card great money performs adequately recommend product anyone needs memory card
2430,1,put cell phone loaded works like charm problems ever worked right box would buy another one needed
2431,0,bought two major electronics retailer make sure dont get bootleg one crapped usually buy amazon needed rig away unless company bought large batch bootleg cards maybe im retarded bought store different locations switched brands taking anymore chances case flood bootleg ones hit retail chains worked fine first card filled times times died pc phone couldnt reformat recognize good luck buy major name brand thought best guess
2432,1,cant go wrong sandisk product love bought expand memory samsung galaxy att far issues lag playing videos
2433,1,say since yet use showed time fast well came wrapped small paper packet small enough fit pocket secondly right ones believe excellent since based info exp know ones used got gifts people chance notice much hope helped
2434,0,bought store music phone doesnt work phone trouble reading card keep reformat buy one sony company instead especially gs
2435,1,one say san disk works keeps working works well without adaptor
2436,1,cant believe much info fit little card transfer speeds unbelievable phone camera always burst mode copies file quickly
2437,0,working fine months randomly stopped working recognized computer cell phone beyond amazon return window absolutely suckswasted money
2438,1,dont know read write speeds micro sd card seems work fine galaxy didnt reformat
2439,1,got phone didnt know gb gb would available start operating system software pre installed used get enough memory phone works great music movies pictures ebooks
2440,1,great read write speed compared old transcend course class uhs satisfied price got sandisk limited lifetime warrantyoh yeah asked original manufacturers packaging got amazons frustration free packaging instead big deal though
2441,1,gb micro flash card bought optimus ultimate cell phone works way supposed gives added space pictures comes full size adapter
2442,1,purchased used several sandisk memory cards never experienced issues cards one first choices market memory card
2443,1,fast transfer rates great storage great price love little micro sd cards use several different devices
2444,1,feel san disk seems make best memory cards cant validate technically seems fast acess seems problem free confidence must picture captured properly
2445,1,works real good galaxy phone galaxy tablet good price cost dollars retail stores
2446,1,fast card far reliable reformatted ntfs problem problems dell venue pro
2447,1,bought card xperia v would format phone works exfat file system recognized phone phone format fat would limit gb file formatted fatmy laptop sony vaio didnt recognized card anymore using adapter using external card readerwriter using sandisk imagemate allinone usb reader writer card read reformatted also connecting phone via usb cable laptop laptop recognizes fat formatted card lots storage phone music videos
2448,1,cant say anything bad product great price would definitely recommend
2449,1,im sure say product works described manufacturer seller product
2450,1,speed meh size good troubles comes full sized sd converter put tablet
2451,1,use put music videos movies works great tablet stalling movies videos
2452,1,massive memory boost captivate glideholds music files etc still gb free ootransfer speeds greatreally worth price
2453,1,good space money put asus memopad hd kinds media room spare love
2454,1,bought raspberry pi works great fast reasonably priced experienced issues yet
2455,1,works perfectly transfer data gopro laptop suggest anyone buy one good quality
2456,0,second sandisk micro sd ive return due sort error thinking bad luck hopefully rd time charmduring time working properly seemed quick
2457,1,worried articles saying use x gb cards instead gb card worked fine scared camera got real hot first time around
2458,1,far faster stock memory cards plenty speed bootfor usage enough cover need sure may absolute fastest memory card existence dollar gb handles basic needs ease
2459,0,first tried putting camera without formatting said insert another card put linux computer output lots errors syslog fsck wouldnt work errored couldnt even format itmy windows computer couldnt recognize either though tried format phone didnt give errors wasnt able really test wonder mini standard adapter problem since phone mini slot everywhere else tried needed adapterexchanging different brand ill see happens
2460,1,stated bad price bought thing hopes using ztpad c tablet works like charm card fast problems date
2461,0,purchased four items amazon opened box gb memory card missing rating product truly impossible
2462,1,needed new phone works greatsandisk good brand didnt hesitate purchase
2463,1,nothing really say sandisk really well providing quality storage technology affordable price
2464,1,sd works supposed phone right months issues
2465,1,couple problems seem fast supply full advertised memory capacity
2466,1,drawback assign sd cards limit year warranty unlike kingston
2467,1,use gopro ti canon camera adapter great cards multiple price means one get damaged trip im
2468,1,ive used sandisk cards long existed cards fast solid quality expect sandisk recommend
2469,0,works fine galaxy note hard review performance price good think
2470,1,items like either work dont regards whether worked comment review worked fine camera never hit buffering moments slowed shooting performance
2471,1,memory card works great else need say sandisk always makes high quality stuffi worried
2472,1,works great samsung galaxy tab plugged played didnt anything special would recommend
2473,1,needed space phone bought given problemsit works really well
2474,1,im using sony xperia z months works without problemsthis memory card recommended
2475,1,many microsd cards like many guys might definitely faster microsd cards ive used im happy
2476,1,bought use htc evo supposed maximum cap gb however formatting card fat format phone read functions wout issues unlike old memory cards even power loss experienced lost pictures videos worth price since bought year ago still double price retail one carried locally
2477,1,love card way faster micro sd ever owned transfer roms like nothing galaxy old microsd comes every droid phones use take everhigh recommend one
2478,1,lot say storage havent done speed tests anything definitely works samsung galaxy dont see performance issues watching videos files stored
2479,1,bought tablet bought alldaymalltm ax inch android gb dualcore tablet pc skeptial first worked great tablet price boosted memory gb gb total good product
2480,1,card transfers data incredibly quickly one notice difference regular sandisk memory card ultra version great memory price loved using microsoft surface pro problems
2481,1,well card pretty cool received one says c instead u like picture use u wont work one received c needed mine ion air pro camera advertisements supposedly say class page description says u card wont work camerai dont know dont call ultra instead falsely advertising c really u lucky receive c worked makes confusing laymen
2482,1,bought memory card gopro everything supposed fast enough work camera reliable
2483,1,bought one used sony psp microsd memory stick pro duo adapter samsung galaxy works great enough storage need
2484,1,bought memory card love lot space fhone computer seems work well love recommend product
2485,1,card fast flawless still able fill lot music
2486,1,bought go pro works intended video records properly choppiness defects
2487,1,works well fast everything claims sshd items best cannot hurt last forever
2488,1,purchased two gbcards two new samsung ss family using several weeks issues saving variety files photos office documents
2489,1,bought hopes replace standard sandisk gb models quickness im saying lightning fast definitely faster standard version bought one phones tablets work great gb available try faster version also
2490,1,first ever failure sd card gb sandisk micro sd card went apparently fine totally corrupted matter minutes could salvage anything refund amazon gb card purchased gb ultra card replacement phoneafter problems getting full gb seen individual gb partitioned two gb files card secret format card computer format card phone via usb wifi add back contentit seemingly working great seems fast undo lag taking burst mode photos hope continue much contentious backing though android amazon google pretty much content saved online reinstalled takes time big hassle backing computer works great next case time
2491,1,first companies need mark right consider mb gig gig actually mbthat means end gb actuality read gb device card works awesome would highly recommend itone star lost due knowing measure data
2492,1,gb additional memory great low price sandisk provides exceptional quality affordable price easy install
2493,1,card high quality great price made video works well photography applications big enough hold photos songs use extra storage galaxy tab works great would recommend
2494,1,works fine keep main memory cell pone free os lot space pics music many stuffs
2495,0,everything transfered new sd card fine phone randomly lose sd card search rescan tried another sd card problems get refund since stockupdated sd card work phone computer read lost everything id advise looking purchase sd card look another brand
2496,1,yes
2497,0,even though says review gb version gb sure says gb abovei received card use macbook air extra storage liked speeds mbs figured would little bit fudge factor muchwhile consistently get almost mbs read speeds write speeds around mbsi guess could average together dont think thats really point didnt see review dealt specifically hopefully help someone else futureupdate go back read tiny print write speeds may slower well obvious think speed lot slower
2498,1,bought use im galaxy note tablet far good simple put microsd slot began storing data
2499,1,amazing small cards careful loose almost couple times use gopro works good shipped fast well plus
2500,1,bought memory card use dash cam im happy turned outit supposed thats complaints
2501,1,great works fast came full size sd adapterit clearly pays buy faster version sd
2502,1,sd card works fine pretty quick much else say product
2503,1,bought gopro hero happy storage capacity formatted gives hours minutes p video fpsits high capacity storage transfers quickly enough reasonably priced say
